timestamp;nh3;co;no2;dust;uv;temperature;pressure;humidity;wind_speed;wind_direction;
0;1018;1018;1020;845.75;875;25.09;1027.37;23.92;17.56;112.50;
1;1020;1019;1019;843.26;994;25.15;1027.23;23.60;14.22;45.00;
2;1022;1021;1023;845.75;1015;25.04;1027.33;22.61;17.33;112.50;
3;1014;1015;1017;844.09;1023;24.75;1027.24;21.46;11.11;225.00;
4;1021;1023;1023;844.92;938;24.55;1027.21;21.30;21.33;225.00;
5;1017;1017;1016;843.26;926;24.41;1027.28;21.12;29.33;135.00;
6;1022;1022;1020;848.24;924;24.14;1027.29;20.26;16.00;180.00;
7;1019;1020;1021;848.24;934;23.86;1027.36;20.45;27.11;135.00;
8;1020;1023;1021;847.41;928;23.98;1027.22;20.25;29.78;135.00;
9;1023;1023;1022;849.07;941;24.17;1027.31;20.12;41.33;135.00;
10;1016;1016;1014;843.26;932;24.15;1027.32;19.92;17.78;22.50;
11;1020;1023;1023;844.92;931;23.70;1027.41;19.95;14.89;22.50;
12;1019;1020;1022;849.07;948;23.60;1027.38;20.06;12.22;22.50;
13;1022;1023;1020;848.24;931;23.75;1027.38;20.18;6.89;180.00;
14;1022;1022;1023;844.92;936;23.82;1027.46;20.33;25.11;247.50;
15;1019;1020;1023;848.24;939;23.62;1027.42;20.20;15.11;67.50;
16;1021;1021;1018;844.09;936;23.53;1027.29;20.16;30.89;22.50;
17;1023;1023;1022;849.07;936;22.75;1027.34;20.28;16.00;225.00;
18;1021;1021;1021;845.75;941;22.67;1027.46;20.23;16.67;225.00;
19;1022;1022;1020;847.41;951;22.67;1027.41;20.50;9.78;247.50;
20;1018;1019;1020;849.07;939;22.53;1027.60;20.52;44.00;225.00;
21;1022;1022;1022;848.24;941;22.63;1027.41;20.41;13.78;225.00;
22;1020;1021;1023;849.07;953;22.74;1027.15;20.40;46.67;67.50;
23;1015;1017;1017;844.09;953;22.78;1027.38;20.32;16.44;247.50;
24;1020;1022;1022;849.07;947;22.68;1027.29;20.35;23.33;112.50;
25;1018;1018;1018;847.41;949;22.71;1027.23;20.30;56.00;225.00;
26;1018;1021;1018;845.75;946;22.46;1027.33;20.19;23.56;112.50;
27;1022;1023;1022;848.24;942;22.03;1027.30;20.38;34.67;22.50;
28;1017;1016;1017;844.09;943;21.11;1027.30;20.73;11.11;180.00;
29;1023;1023;1023;848.24;948;21.84;1027.14;20.63;7.33;22.50;
30;1019;1019;1023;848.24;944;21.95;1026.99;20.54;19.11;112.50;
31;1022;1022;1023;849.07;963;21.69;1027.13;20.62;21.56;135.00;
32;1022;1022;1022;849.07;953;21.83;1027.41;20.63;11.11;22.50;
33;1023;1023;1023;844.92;954;21.85;1027.42;20.67;12.67;247.50;
34;1017;1017;1014;840.77;955;21.59;1027.34;20.67;10.44;112.50;
35;1014;1014;1014;843.26;952;21.50;1027.38;20.76;8.00;225.00;
36;1019;1020;1018;847.41;954;21.57;1027.54;20.77;30.22;45.00;
37;1019;1020;1020;847.41;954;21.56;1027.62;20.82;21.78;247.50;
38;1018;1019;1020;844.92;965;21.60;1027.20;20.75;18.89;45.00;
39;1020;1022;1019;848.24;950;21.43;1027.33;20.73;9.11;180.00;
40;1022;1023;1023;847.41;959;21.32;1027.40;20.83;18.22;112.50;
41;1018;1021;1019;847.41;964;21.22;1027.29;20.82;15.33;157.50;
42;1016;1016;1016;843.26;967;21.12;1027.24;20.97;24.44;135.00;
43;1022;1021;1021;847.41;956;21.02;1027.34;21.02;18.89;22.50;
44;1018;1019;1019;844.92;961;20.91;1027.19;21.13;42.00;112.50;
45;1023;1020;1023;849.07;972;20.59;1027.25;21.29;34.22;22.50;
46;1016;1016;1017;843.26;967;20.75;1027.42;21.33;16.00;135.00;
47;1021;1019;1020;844.92;960;20.62;1027.17;21.41;54.00;225.00;
48;1019;1019;1023;844.92;969;20.18;1027.36;21.59;47.56;225.00;
49;1021;1021;1018;844.92;909;20.01;1027.05;21.68;44.89;45.00;
50;1019;1022;1023;846.58;923;19.14;1027.41;22.02;34.44;247.50;
51;1023;1023;1022;848.24;907;19.23;1027.32;22.25;29.78;247.50;
52;1016;1018;1021;844.92;906;19.32;1027.10;22.28;35.78;112.50;
53;1021;1018;1023;847.41;906;19.50;1027.28;22.21;18.67;112.50;
54;1023;1023;1023;849.07;924;19.55;1027.38;22.20;17.56;225.00;
55;1021;1018;1023;844.92;921;19.55;1027.31;22.17;30.67;225.00;
56;1022;1022;1023;847.41;927;19.26;1027.47;22.26;37.56;247.50;
57;1019;1023;1022;849.07;911;19.01;1027.32;22.39;32.22;247.50;
58;1019;1017;1014;841.60;917;18.80;1027.24;22.55;41.56;45.00;
59;1018;1023;1022;846.58;920;18.82;1027.32;22.65;30.89;112.50;
60;1020;1022;1021;847.41;925;18.82;1027.37;22.74;24.44;112.50;
61;1021;1019;1021;846.58;915;18.43;1027.23;22.96;46.67;135.00;
62;1021;1021;1020;845.75;929;18.70;1027.43;22.82;26.22;67.50;
63;1016;1019;1016;846.58;932;18.46;1027.19;22.96;60.00;247.50;
64;1021;1023;1020;846.58;925;18.47;1027.39;23.00;18.89;225.00;
65;1018;1017;1015;842.43;923;18.30;1027.38;23.09;22.00;67.50;
66;1019;1019;1023;848.24;918;18.01;1027.28;23.32;26.67;22.50;
67;1020;1016;1021;846.58;925;17.29;1027.35;23.98;7.56;135.00;
68;1018;1020;1021;844.92;940;17.74;1027.45;23.80;13.11;247.50;
69;1021;1021;1020;846.58;941;17.77;1027.23;23.77;26.00;45.00;
70;1013;1014;1016;841.60;927;17.79;1027.46;23.82;14.67;112.50;
71;1021;1023;1021;847.41;940;17.83;1027.47;23.81;23.11;112.50;
72;1018;1020;1021;844.92;943;17.61;1027.41;23.90;21.78;247.50;
73;1021;1023;1022;847.41;944;17.45;1027.30;24.14;19.11;22.50;
74;1021;1019;1018;847.41;937;17.62;1027.40;24.08;24.89;112.50;
75;1019;1021;1016;843.26;927;17.45;1027.43;24.20;27.56;247.50;
76;1018;1020;1021;844.92;939;17.62;1027.47;24.10;8.89;112.50;
77;1019;1021;1016;842.43;926;17.38;1027.37;24.23;8.89;22.50;
78;1016;1012;1016;842.43;928;17.57;1027.37;24.14;30.67;112.50;
79;1021;1023;1018;847.41;936;17.62;1027.38;24.07;11.78;135.00;
80;1020;1018;1020;844.92;930;17.58;1027.44;24.09;4.67;67.50;
81;1020;1021;1021;847.41;942;17.61;1027.45;24.15;4.67;225.00;
82;1019;1018;1021;845.75;939;17.43;1027.55;24.37;16.22;180.00;
83;1018;1020;1019;844.92;937;17.40;1027.43;24.39;16.22;180.00;
84;1018;1018;1021;846.58;939;17.47;1027.52;24.40;20.44;225.00;
85;1021;1023;1018;844.92;948;17.26;1027.18;24.52;50.22;112.50;
86;1016;1021;1019;846.58;943;16.96;1027.45;24.67;30.89;157.50;
87;1021;1018;1021;847.41;870;16.66;1027.37;24.97;45.78;112.50;
88;1023;1021;1022;844.92;913;16.45;1027.28;24.84;72.67;22.50;
89;1011;1016;1014;842.43;944;16.44;1027.52;25.01;56.00;225.00;
90;1020;1018;1018;844.92;931;16.32;1027.27;25.04;36.44;225.00;
91;1021;1018;1021;846.58;918;16.02;1027.20;25.33;49.33;225.00;
92;1018;1018;1021;844.92;939;15.88;1027.14;25.38;69.33;45.00;
93;1018;1022;1023;846.58;916;15.81;1027.16;25.47;65.11;247.50;
94;1018;1021;1019;846.58;917;15.87;1027.07;25.50;63.33;67.50;
95;1021;1020;1022;845.75;936;15.75;1027.28;25.56;49.33;45.00;
96;1017;1011;1016;842.43;938;15.83;1027.34;25.59;18.89;202.50;
97;1017;1019;1021;845.75;948;15.72;1027.45;25.55;34.67;45.00;
98;1014;1017;1017;839.94;955;15.53;1027.21;25.74;36.44;112.50;
99;1021;1021;1019;847.41;942;15.37;1027.24;25.87;60.22;22.50;
100;988;979;1018;847.41;946;14.98;1027.49;26.20;44.44;22.50;
101;1015;1017;1015;842.43;952;15.09;1027.07;26.20;53.78;247.50;
102;1015;1014;1015;842.43;906;14.84;1027.13;26.39;58.89;45.00;
103;1020;1020;1020;847.41;937;14.75;1027.12;26.54;54.44;225.00;
104;1014;1015;1015;841.60;945;14.51;1027.25;26.65;55.56;180.00;
105;987;1006;1017;844.92;946;14.39;1027.41;26.91;39.56;225.00;
106;854;878;1020;844.92;946;14.31;1027.42;27.02;54.00;22.50;
107;880;862;1018;844.92;964;14.24;1027.43;27.14;45.56;225.00;
108;969;963;1015;839.11;963;14.12;1027.54;27.32;34.22;247.50;
109;959;983;1019;846.58;963;14.02;1027.47;27.47;46.22;22.50;
110;981;998;1021;845.75;963;13.84;1027.54;27.74;31.33;67.50;
111;1021;1018;1021;847.41;967;13.40;1027.64;28.04;42.89;135.00;
112;980;981;1021;845.75;952;13.69;1027.55;28.10;29.33;135.00;
113;1016;1021;1016;843.26;959;13.71;1027.51;28.17;51.78;112.50;
114;1020;1016;1020;844.92;956;13.69;1027.46;28.22;24.67;22.50;
115;1018;1021;1018;846.58;952;13.62;1027.39;28.20;34.89;225.00;
116;1018;1018;1021;845.75;959;13.35;1027.21;28.52;54.67;135.00;
117;1016;1020;1018;844.92;973;13.21;1027.13;28.66;69.78;225.00;
118;803;889;1021;846.58;953;12.98;1027.54;28.84;25.11;247.50;
119;1020;1018;1020;847.41;953;13.13;1027.46;28.82;44.22;112.50;
120;1014;1017;1014;839.11;942;13.20;1027.29;28.73;47.56;247.50;
121;1021;1021;1021;843.26;950;13.22;1027.57;28.72;26.89;157.50;
122;1016;1021;1016;845.75;950;13.01;1027.40;28.90;48.00;247.50;
123;1015;1015;1014;838.28;941;13.09;1027.54;28.80;38.67;135.00;
124;835;808;1016;845.75;956;12.98;1027.36;28.94;43.11;22.50;
125;973;1002;1021;846.58;961;12.87;1027.56;29.04;44.44;45.00;
126;1019;1020;1020;847.41;958;12.85;1027.41;29.06;52.67;22.50;
127;1014;1015;1014;838.28;958;12.98;1027.25;29.00;43.11;22.50;
128;1014;1014;1015;839.94;948;12.84;1027.46;29.19;51.11;247.50;
129;1015;1014;1014;842.43;954;12.89;1027.44;29.21;42.44;135.00;
130;1021;1019;1019;844.92;955;12.77;1027.32;29.40;40.00;247.50;
131;1015;1010;1015;839.94;960;12.74;1027.49;29.60;43.11;22.50;
132;1014;1014;1014;841.60;960;12.77;1027.58;29.52;22.44;22.50;
133;1007;1006;1021;845.75;973;12.82;1027.59;29.47;33.33;112.50;
134;1018;1018;1019;844.92;967;12.44;1027.69;29.73;33.11;225.00;
135;1020;1021;1021;843.26;982;12.42;1027.31;29.95;40.22;247.50;
136;1014;1017;1020;841.60;976;12.33;1027.52;30.10;29.11;112.50;
137;1016;1021;1018;846.58;972;12.32;1027.40;30.15;41.78;225.00;
138;1020;1020;1016;845.75;973;12.41;1027.52;30.06;36.22;67.50;
139;1020;1016;1021;845.75;981;12.40;1027.46;30.05;37.33;225.00;
140;1018;1020;1019;844.92;968;12.26;1027.73;30.21;38.22;22.50;
141;1015;1015;1012;841.60;966;12.33;1027.38;30.15;43.33;22.50;
142;1016;1020;1018;846.58;989;12.35;1027.68;30.19;27.11;225.00;
143;1016;1017;1018;844.09;978;11.69;1027.68;30.95;12.67;67.50;
144;1018;1014;1014;841.60;972;11.83;1027.64;30.74;19.78;67.50;
145;1016;1021;1019;844.92;993;12.02;1027.67;30.68;31.11;67.50;
146;1021;1020;1017;844.92;984;11.74;1027.63;30.90;21.11;45.00;
147;1014;1019;1016;845.75;991;11.89;1027.68;30.85;22.44;67.50;
148;1017;1014;1020;841.60;991;11.99;1027.52;30.82;37.78;225.00;
149;1015;1010;1014;838.28;999;12.06;1027.50;30.71;34.67;247.50;
150;1018;1014;1020;844.09;997;12.06;1027.64;30.73;47.11;225.00;
151;1015;1015;1011;838.28;988;12.01;1027.70;30.91;31.11;247.50;
152;1021;1017;1016;846.58;992;11.86;1027.72;31.09;63.11;22.50;
153;1020;1018;1021;844.92;984;11.95;1027.44;31.00;45.56;225.00;
154;1020;1016;1021;843.26;979;11.84;1027.62;31.06;40.67;247.50;
155;1018;1021;1019;847.41;986;11.87;1027.63;31.09;36.22;67.50;
156;1021;1020;1018;847.41;989;11.90;1027.72;30.98;32.44;45.00;
157;1021;1016;1018;843.26;1008;11.89;1027.73;30.96;38.22;22.50;
158;1018;1021;1016;847.41;992;11.73;1027.70;30.96;20.22;67.50;
159;1021;1021;1016;846.58;997;11.76;1027.56;31.13;48.67;180.00;
160;1016;1021;1014;844.09;1009;11.71;1027.78;31.26;37.78;45.00;
161;1020;1018;1021;847.41;1005;11.57;1027.56;31.36;50.44;225.00;
162;1018;1019;1020;845.75;990;11.66;1027.66;31.30;40.44;22.50;
163;1016;1020;1016;845.75;990;11.69;1027.52;31.25;43.11;225.00;
164;1020;1018;1016;845.75;1001;11.61;1027.63;31.33;43.11;180.00;
165;1018;1015;1021;843.26;1009;11.68;1027.77;31.28;25.56;22.50;
166;1021;1019;1021;845.75;1014;11.62;1027.75;31.31;17.11;202.50;
167;1015;1014;1015;838.28;1002;11.59;1027.63;31.39;31.11;22.50;
168;1021;1019;1016;846.58;1001;11.61;1027.68;31.40;38.89;247.50;
169;1018;1020;1021;843.26;1013;11.53;1027.66;31.64;31.11;67.50;
170;1017;1017;1016;843.26;1009;11.62;1027.59;31.60;32.67;22.50;
171;1021;1019;1016;843.26;1005;11.60;1027.75;31.67;38.00;225.00;
172;1010;1014;1013;841.60;998;11.43;1027.77;31.96;17.33;22.50;
173;1019;1021;1021;844.92;1008;11.38;1027.71;32.11;27.11;225.00;
174;1015;1014;1011;842.43;1021;11.46;1027.70;31.99;40.67;247.50;
175;1015;1014;1011;838.28;1019;11.47;1027.60;31.90;24.89;22.50;
176;1015;1010;1014;842.43;1002;11.51;1027.48;31.89;30.22;22.50;
177;1015;1014;1015;840.77;1006;11.53;1027.69;31.86;22.22;22.50;
178;1016;1017;1018;844.92;1015;11.55;1027.72;31.84;29.11;247.50;
179;1018;1016;1020;844.92;1017;11.49;1027.78;31.99;27.33;22.50;
180;1014;1015;1014;841.60;1020;11.55;1027.63;31.94;37.11;22.50;
181;1015;1015;1015;842.43;1009;11.53;1027.67;32.00;43.11;225.00;
182;1016;1019;1020;845.75;1004;11.22;1027.67;32.13;32.00;22.50;
183;1014;1015;1015;841.60;1023;11.42;1027.55;32.14;45.78;22.50;
184;1013;1014;1010;840.77;1006;11.37;1027.68;32.22;42.89;112.50;
185;1018;1016;1020;844.92;1013;11.37;1027.68;32.20;37.11;22.50;
186;1011;1015;1011;838.28;1023;11.46;1027.54;32.16;30.22;22.50;
187;1021;1019;1018;843.26;1020;11.48;1027.74;32.14;24.22;67.50;
188;1020;1021;1016;846.58;1023;11.52;1027.72;32.14;18.22;180.00;
189;1018;1016;1019;842.43;1018;11.52;1027.72;32.23;12.89;45.00;
190;1020;1021;1019;847.41;1016;11.62;1027.68;31.91;13.33;45.00;
191;1017;1017;1018;844.92;1023;11.61;1027.64;31.97;32.22;135.00;
192;1018;1018;1018;843.26;1014;11.57;1027.61;32.12;43.33;225.00;
193;1017;1019;1018;844.09;1023;11.38;1027.72;32.42;30.89;247.50;
194;1016;1021;1020;846.58;1018;11.54;1027.74;32.36;29.33;45.00;
195;1020;1021;1017;846.58;1021;11.42;1027.69;32.59;19.33;22.50;
196;1019;1016;1019;846.58;1023;11.45;1027.68;32.71;19.33;225.00;
197;1021;1019;1018;847.41;1023;11.49;1027.75;32.59;34.89;135.00;
198;1016;1020;1021;844.92;1023;11.52;1027.71;32.60;20.67;225.00;
199;1017;1017;1017;844.09;1022;11.51;1027.58;32.63;44.00;22.50;
200;1015;1015;1014;841.60;1023;11.44;1027.66;32.55;41.11;67.50;
201;1010;1014;1012;839.11;1023;11.49;1027.61;32.59;32.89;247.50;
202;1014;1015;1011;839.11;1023;11.60;1027.73;32.51;14.67;247.50;
203;1016;1018;1021;843.26;1023;11.49;1027.78;32.59;27.56;247.50;
204;1021;1020;1021;844.92;1023;11.60;1027.60;32.45;44.44;247.50;
205;1021;1019;1018;847.41;1023;11.51;1027.68;32.54;38.00;22.50;
206;1020;1021;1018;845.75;1023;11.57;1027.70;32.51;26.67;67.50;
207;1021;1021;1019;845.75;1023;11.52;1027.50;32.56;32.00;22.50;
208;1014;1020;1021;847.41;1023;11.06;1027.64;32.95;19.56;225.00;
209;1018;1020;1014;841.60;1023;11.53;1027.80;32.64;34.22;225.00;
210;1014;1018;1019;843.26;1023;11.50;1027.69;32.65;38.67;135.00;
211;1016;1021;1021;843.26;1023;11.49;1027.57;32.72;49.56;180.00;
212;1018;1016;1020;845.75;1023;11.62;1027.67;32.54;26.44;67.50;
213;1021;1021;1020;846.58;1023;11.52;1027.52;32.61;28.89;67.50;
214;1016;1021;1021;843.26;1023;11.59;1027.67;32.50;40.67;112.50;
215;1021;1021;1020;844.09;1023;11.49;1027.65;32.56;28.22;135.00;
216;1013;1014;1010;838.28;1023;11.56;1027.64;32.47;40.44;180.00;
217;1016;1021;1021;847.41;1023;11.56;1027.71;32.47;39.11;225.00;
218;1012;1015;1014;841.60;1023;11.53;1027.68;32.46;30.00;45.00;
219;1014;1015;1011;840.77;1023;11.60;1027.69;32.40;28.22;135.00;
220;1018;1017;1018;847.41;1023;11.59;1027.76;32.50;25.56;225.00;
221;1016;1020;1021;844.92;1023;11.40;1027.80;32.67;10.67;45.00;
222;1020;1016;1018;846.58;1023;11.60;1027.80;32.72;14.22;112.50;
223;1018;1016;1018;846.58;1023;11.67;1027.79;32.49;24.22;22.50;
224;987;965;1017;846.58;1023;11.64;1027.58;32.47;21.56;112.50;
225;1018;1021;1019;841.60;1023;11.74;1027.73;32.37;10.44;67.50;
226;1010;1012;1014;839.94;1023;11.84;1027.71;32.26;13.56;22.50;
227;1019;1018;1016;841.60;1023;11.93;1027.63;32.03;8.44;247.50;
228;1020;1020;1016;843.26;1023;12.01;1027.75;31.94;17.11;225.00;
229;1018;1021;1018;846.58;1023;12.08;1027.73;31.87;14.22;225.00;
230;1019;1021;1016;845.75;1023;12.17;1027.74;31.81;9.11;112.50;
231;1020;1019;1018;847.41;1023;12.26;1027.73;31.65;3.33;67.50;
232;1017;1021;1021;847.41;1023;12.33;1027.76;31.45;13.56;180.00;
233;1013;1015;1013;840.77;1023;12.35;1027.55;31.43;20.22;22.50;
234;1016;1017;1012;839.94;1023;12.41;1027.72;31.41;13.33;112.50;
235;1018;1021;1021;846.58;1023;12.48;1027.63;31.36;16.00;45.00;
236;1020;1018;1016;847.41;1023;12.57;1027.69;31.25;5.33;225.00;
237;1018;1016;1020;846.58;1023;12.63;1027.71;31.17;10.89;225.00;
238;1019;1018;1019;842.43;1023;12.40;1027.70;31.23;35.11;225.00;
239;1012;1011;1015;842.43;1023;12.57;1027.59;31.08;36.00;45.00;
240;1019;1018;1016;843.26;1023;12.44;1027.69;31.17;16.22;22.50;
241;911;894;1018;847.41;1023;12.45;1027.70;31.28;8.00;67.50;
242;1019;1018;1016;845.75;1023;12.62;1027.66;31.11;25.11;225.00;
243;911;906;1018;847.41;1023;11.37;1027.87;31.85;11.11;22.50;
244;998;1002;1016;843.26;1023;11.77;1027.80;32.12;4.89;112.50;
245;944;991;1021;847.41;1023;11.99;1027.81;31.88;3.11;45.00;
246;1014;1018;1020;844.92;1023;12.28;1027.73;31.70;1.78;45.00;
247;783;869;1021;846.58;1023;12.49;1027.74;31.43;5.11;112.50;
248;792;840;1016;847.41;1023;12.67;1027.77;31.31;3.56;22.50;
249;1012;1011;1015;841.60;1023;12.81;1027.73;31.16;6.22;22.50;
250;957;988;1010;838.28;1023;12.87;1027.68;30.95;16.00;225.00;
251;780;850;1015;842.43;1023;13.02;1027.63;30.69;17.56;112.50;
252;948;919;1016;843.26;1023;13.11;1027.75;30.61;15.33;247.50;
253;994;962;1018;844.92;1023;13.12;1027.55;30.54;30.89;112.50;
254;989;1006;1020;846.58;1023;12.88;1027.20;30.57;62.00;247.50;
255;975;1006;1018;844.92;1023;12.82;1027.60;30.81;31.33;135.00;
256;875;940;1016;844.92;1023;13.04;1027.70;30.71;16.89;180.00;
257;841;816;1018;844.92;1023;13.20;1027.62;30.54;20.44;22.50;
258;1019;1020;1019;842.43;1023;13.26;1027.72;30.42;28.44;135.00;
259;974;986;1021;846.58;1023;13.28;1027.74;30.32;24.00;67.50;
260;1004;1000;1016;843.26;1023;13.35;1027.71;30.22;21.33;225.00;
261;865;868;1021;847.41;1023;13.29;1027.60;30.20;26.67;225.00;
262;855;857;1016;846.58;1023;13.35;1027.59;30.14;19.33;135.00;
263;818;889;1018;844.92;1023;13.37;1027.55;30.15;26.89;45.00;
264;1021;991;1018;844.92;1023;13.28;1027.58;30.24;28.00;180.00;
265;938;973;1021;844.92;1023;13.38;1027.73;30.18;18.22;67.50;
266;912;952;1015;841.60;1023;13.44;1027.63;30.12;18.44;180.00;
267;1021;1019;1016;843.26;1023;13.52;1027.60;29.99;42.22;22.50;
268;959;924;1021;846.58;1023;13.33;1027.71;30.19;29.56;225.00;
269;989;997;1015;842.43;1023;13.26;1027.66;30.27;41.11;67.50;
270;1017;1018;1021;847.41;1023;13.36;1027.54;30.20;21.11;225.00;
271;850;911;1014;843.26;1023;13.43;1027.69;30.07;23.33;157.50;
272;848;925;1012;842.43;1023;13.39;1027.54;30.02;48.22;180.00;
273;884;862;1014;842.43;1023;13.35;1027.71;30.03;45.56;225.00;
274;1007;1002;1016;847.41;1023;13.40;1027.48;30.01;49.78;67.50;
275;968;1003;1021;846.58;1023;13.42;1027.63;29.99;34.22;180.00;
276;1020;1018;1019;844.92;1023;13.42;1027.53;30.02;31.78;22.50;
277;1020;1021;1020;844.92;1023;13.42;1027.62;29.98;45.33;22.50;
278;854;884;1012;844.09;1023;13.33;1027.63;30.08;60.67;45.00;
279;998;991;1021;844.92;1023;13.27;1027.58;29.80;28.44;45.00;
280;935;991;1019;845.75;1023;13.17;1027.56;29.75;12.89;112.50;
281;1021;1020;1021;847.41;1023;13.33;1027.59;29.71;36.00;45.00;
282;942;994;1017;844.09;1023;13.25;1027.29;29.70;50.67;22.50;
283;1021;870;1020;843.26;1023;13.13;1027.53;29.70;46.89;225.00;
284;1018;1016;1019;847.41;1023;13.03;1027.47;29.69;42.89;135.00;
285;902;935;1014;845.75;1023;13.15;1027.76;29.66;25.56;225.00;
286;1020;1021;1020;843.26;1023;12.92;1027.61;29.79;43.33;225.00;
287;1020;1018;1016;847.41;1023;12.90;1027.55;29.86;34.89;135.00;
288;983;988;1020;845.75;1023;12.86;1027.48;29.91;37.56;135.00;
289;1015;1015;1015;840.77;1023;12.94;1027.44;29.85;40.67;180.00;
290;1021;1021;1020;846.58;1023;12.91;1027.72;29.87;33.78;135.00;
291;983;1007;1010;838.28;1023;12.83;1027.65;29.97;40.89;112.50;
292;929;941;1015;841.60;1023;12.90;1027.73;29.98;52.44;225.00;
293;996;953;1016;844.92;1023;12.82;1027.57;30.14;26.89;135.00;
294;877;925;1021;844.92;1023;12.75;1027.60;30.24;34.00;22.50;
295;889;856;1019;846.58;1023;12.72;1027.67;30.29;22.89;135.00;
296;965;991;1021;846.58;1023;12.80;1027.60;30.31;45.33;247.50;
297;1016;949;1017;843.26;1023;12.24;1027.71;30.62;14.67;225.00;
298;927;893;1015;842.43;1023;12.46;1027.71;30.79;11.33;135.00;
299;1015;1015;1014;841.60;1023;12.55;1027.67;30.64;15.33;45.00;
300;1016;1019;1018;844.92;1023;12.70;1027.65;30.41;25.11;45.00;
301;1012;1015;1014;842.43;1023;12.48;1027.30;30.64;32.00;247.50;
302;922;794;1018;847.41;1023;12.57;1027.68;30.62;33.33;67.50;
303;1012;1010;1014;841.60;1023;12.56;1027.77;30.63;32.22;22.50;
304;1019;1019;1018;842.43;1023;12.47;1027.62;30.78;13.33;180.00;
305;964;919;1021;847.41;1023;12.67;1027.62;30.47;4.67;112.50;
306;1018;1014;1015;841.60;1023;12.77;1027.64;30.44;8.67;135.00;
307;1018;1020;1020;847.41;1023;12.66;1027.70;30.56;11.56;22.50;
308;812;883;1021;845.75;1023;12.30;1027.62;30.92;10.00;67.50;
309;1010;1015;1015;839.94;1023;12.61;1027.68;30.79;16.67;225.00;
310;1020;1018;1016;847.41;1023;12.37;1027.72;30.80;21.33;22.50;
311;1016;1021;1021;844.92;1023;12.58;1027.73;30.77;27.56;22.50;
312;1021;1020;1021;847.41;1023;12.52;1027.60;30.90;31.33;135.00;
313;1018;1016;1020;845.75;1023;12.64;1027.67;30.85;22.00;112.50;
314;905;921;1018;846.58;1023;12.57;1027.78;31.00;11.33;112.50;
315;907;937;1021;845.75;1023;12.76;1027.73;30.75;5.11;180.00;
316;1014;1018;1016;846.58;1023;12.85;1027.73;30.58;27.56;112.50;
317;1018;1020;1017;844.09;1023;12.75;1027.67;30.63;31.11;45.00;
318;944;949;1016;847.41;1023;12.52;1027.69;30.84;26.44;225.00;
319;978;931;1018;844.92;1023;12.75;1027.65;30.70;29.78;22.50;
320;1017;1018;1020;843.26;1023;12.63;1027.43;30.87;46.44;45.00;
321;1016;988;1014;842.43;1023;12.61;1027.68;30.88;32.22;157.50;
322;1018;1016;1021;846.58;1023;12.65;1027.58;30.86;45.56;247.50;
323;995;886;1014;841.60;1023;12.40;1027.78;30.88;39.33;225.00;
324;969;973;1015;842.43;1023;12.66;1027.39;30.89;47.78;225.00;
325;1018;1016;1019;843.26;1023;12.55;1027.76;31.06;29.56;225.00;
326;976;1006;1018;847.41;1023;12.70;1027.63;30.98;15.78;22.50;
327;911;897;1018;847.41;1023;12.71;1027.60;31.02;40.89;157.50;
328;1014;932;1017;841.60;1023;12.64;1027.60;30.93;29.11;225.00;
329;1018;1016;1019;846.58;1023;12.42;1027.70;30.98;23.78;112.50;
330;1015;1015;1014;842.43;1023;12.58;1027.69;31.03;21.33;112.50;
331;1015;1015;1015;839.11;1023;12.42;1027.65;31.30;34.44;112.50;
332;843;894;1016;843.26;1023;12.52;1027.48;31.22;47.33;22.50;
333;776;845;1021;845.75;1023;12.56;1027.37;31.20;43.11;225.00;
334;1021;1020;1019;847.41;1023;12.46;1027.62;31.28;45.11;225.00;
335;985;996;1019;844.09;1023;12.61;1027.81;31.13;24.22;112.50;
336;1016;1018;1018;845.75;1023;12.43;1027.59;31.27;44.89;112.50;
337;1014;1010;1011;838.28;1023;12.46;1027.70;31.33;31.56;225.00;
338;1016;1021;1021;847.41;1023;12.39;1027.63;31.39;42.44;22.50;
339;794;910;1020;843.26;1023;12.39;1027.64;31.35;46.89;225.00;
340;909;957;1018;846.58;1023;12.37;1027.63;31.40;28.00;112.50;
341;1018;1020;1021;846.58;1023;12.35;1027.69;31.45;27.78;225.00;
342;786;817;1021;845.75;1023;12.14;1027.58;31.58;35.11;225.00;
343;904;856;1020;844.92;1023;12.25;1027.72;31.63;43.78;247.50;
344;1021;1020;1019;844.09;1023;11.94;1027.63;31.97;23.56;22.50;
345;1020;1021;1021;843.26;1023;11.99;1027.59;32.08;39.56;247.50;
346;1020;1019;1018;847.41;1023;12.08;1027.61;32.01;30.89;247.50;
347;1021;1020;1019;843.26;1023;12.03;1027.52;32.15;37.11;225.00;
348;1016;1017;1018;846.58;1023;12.10;1027.57;31.90;34.67;247.50;
349;937;983;1020;846.58;1023;12.02;1027.73;31.92;41.56;112.50;
350;1017;1021;1021;847.41;1023;12.02;1027.49;31.86;55.33;225.00;
351;1018;1016;1016;841.60;1023;11.88;1027.44;31.84;52.67;225.00;
352;1012;1010;1014;839.11;1023;11.97;1027.60;31.77;22.89;135.00;
353;1020;927;1018;846.58;1023;11.91;1027.60;31.78;32.22;225.00;
354;1010;1015;1015;842.43;1023;11.98;1027.61;31.78;25.78;22.50;
355;1020;1019;1021;844.92;1023;11.98;1027.68;31.87;21.33;112.50;
